AN,CUI,CAEN,DENUMIRE,LOCALITATE,STARE,DATA STARE,ACTIVE IMOBILIZATE - TOTAL,JUDET,ACTIVE CIRCULANTE - TOTAL,STOCURI,CREANTE,CASA SI CONTURI LA BANCI,DATORII,CAPITALURI - TOTAL ,CAPITAL SUBSCRIS VARSAT,CIFRA DE AFACERI NETA,VENITURI TOTALE,CHELTUIELI TOTALE,PROFITUL BRUT,PIERDERE BRUTA,PROFITUL NET,PIERDERE NETA
2017,37041573,7810,ALEXANDRU ANAMARIA ANDREEA S.R.L.,Rădăuţi,RADIERE,30 Ianuarie   2020,,SUCEAVA,,,,,3215,-3215,500,0,0,3715,0,3715,0,3715
2017,37072421,4673,DRUME?UL PEDROS S.R.L.,Mălini,TRANSFER(SOSIRE),22 Mai        2018,0,SUCEAVA,62707,48100,12590,2017,37712,24995,210,189559,189559,163040,26519,0,24785,0
2017,37086478,7112,ALBO PROIECT S.R.L.,Fălticeni,INREGISTRAT,22 Februarie  2017,9739,SUCEAVA,43948,,,,5207,48480,,110580,110580,61193,49387,0,48280,0
2017,37111806,4791,LOS PEPES S.R.L.,Suceava,RELUARE ACTIVITATE,09 Decembrie  2019,5823,SUCEAVA,34561,30417,3283,861,60156,-19772,200,0,252,20216,0,19964,0,19972
2017,37120146,9602,HEAVEN BEAUTY CONCEPT S.R.L.,Suceava,INREGISTRAT,28 Februarie  2017,434,SUCEAVA,29932,28709,,1223,65524,-35158,200,45485,45485,80665,0,35180,0,35358
2017,37147931,4639,PANAPIS S.R.L.,Solca,INREGISTRAT,03 Martie     2017,223,SUCEAVA,9696,,,9696,1726,8193,10000,0,2,1809,0,1807,0,1807
2017,37172722,4941,GHICELI PREST S.R.L.,Suceava,INREGISTRAT,08 Martie     2017,14732,SUCEAVA,1515,,,1515,33602,-17355,200,1452,1452,18963,0,17511,0,17555
2017,37245875,9512,SMART MOBILE MAG S.R.L.,Suceava,INREGISTRAT,21 Martie     2017,,SUCEAVA,969,680,,289,6500,-5531,200,905,905,6613,0,5708,0,5731
2017,37279100,4719,ANIC COM S.R.L.,Boroaia,INREGISTRAT,27 Martie     2017,,SUCEAVA,820,799,,21,1700,-880,200,900,900,1953,0,1053,0,1080
2017,37279231,4639,VINOBLES S.R.L.,Gura Humorului,SUSPENDARE ACTIVITATE,28 Mai        2018,3432,SUCEAVA,47057,39356,4128,3573,76736,-26247,200,32407,32472,58594,0,26122,0,26447
2017,37289588,113,ECOPLANT ALILEX S.R.L.,Frătăuţii Noi,INREGISTRAT,28 Martie     2017,9812,SUCEAVA,-23,0,0,-23,10768,200,200,0,0,0,0,0,0,0
2017,37296488,9602,LUCDANIMAR EMPIRE SRL,Bădeuţi,INREGISTRAT,29 Martie     2017,850,SUCEAVA,6831,5914,56,861,14342,-6661,200,2178,2935,9740,0,6805,0,6861
2017,37372810,7420,EPIC MEDIA EVENTS S.R.L.,Sfântu Ilie,INREGISTRAT,11 Aprilie    2017,3892,SUCEAVA,2062,,,2062,6332,-378,200,17273,17273,17332,0,59,0,578
2017,37400324,4339,ILISEI CONSTRUCT S.R.L.,Văratec,INREGISTRAT,14 Aprilie    2017,344,SUCEAVA,22120,,22120,,3848,18616,200,32366,32366,13626,18740,0,18416,0
2017,37432865,9329,HAPPY FLOWERS CONCEPT S.R.L.,Rădăuţi,INREGISTRAT,24 Aprilie    2017,45,SUCEAVA,562,,,562,7360,-6753,200,0,0,6953,0,6953,0,6953
2017,37552861,4120,GLOBAL OPTIM BUILDING SRL,Mălini,INREGISTRAT,11 Mai        2017,64954,SUCEAVA,29251,,3077,26174,69658,26619,200,122778,122778,95131,27647,0,26419,0
2017,37565160,4673,WOOD COFFINS S.R.L.,Gălăneşti,INREGISTRAT,12 Mai        2017,8494,SUCEAVA,2137,1468,,669,13506,-345,200,0,0,545,0,545,0,545
2017,37565195,7022,PROVESTIC ACR CONSULTING S.R.L.,Fălticeni,INREGISTRAT,12 Mai        2017,2941,SUCEAVA,4014,,3950,64,2503,4452,200,23500,23500,18438,5062,0,4252,0
2017,37581786,5224,OVI KISS TRUCK SRL,Poiana Negrii,INREGISTRAT,16 Mai        2017,17233,SUCEAVA,34798,,34527,271,45091,6940,200,79014,79182,71652,7530,0,6740,0
2017,37591240,4332,TINO-BIA CREATIV  SRL,Dorna-Arini,INREGISTRAT,17 Mai        2017,,SUCEAVA,1422,808,,614,4124,-2702,200,0,0,2902,0,2902,0,2902
2017,37591283,1610,KIM COMPANY S.R.L.,Nisipitu,INREGISTRAT,17 Mai        2017,900,SUCEAVA,536,,,536,7000,-5564,200,0,0,5764,0,5764,0,5764
2017,37630331,9329,NOWAYOUT S.R.L.-D.,Suceava,SUSPENDARE ACTIVITATE,03 Decembrie  2018,,SUCEAVA,1000,,,1000,800,200,200,0,0,,0,0,0,0
2017,37638858,4791,CAFFE TOUR CONCEPT S.R.L.,Rădăuţi,INREGISTRAT,24 Mai        2017,412,SUCEAVA,200,,,200,412,200,200,0,0,,0,0,0,0
2017,37638882,5630,ADACONILIANA SRL,Cacica,INREGISTRAT,24 Mai        2017,558,SUCEAVA,2946,833,,2113,10915,-7411,200,7924,7924,15456,0,7532,0,7611
2017,37658324,150,PANAP AGRO SRL,Solca,RADIERE,16 Septembrie 2019,523,SUCEAVA,800,,,800,2579,-1256,200,0,0,1456,0,1456,0,1456
2017,37715365,4779,VLT OUTLET SRL,Suceava,INREGISTRAT,08 Iunie      2017,,SUCEAVA,9192,8587,,605,9603,-411,200,0,0,,0,0,0,0
2017,37715411,1392,ELEMENT REDESIGN S.R.L.,Cumpărătura,INREGISTRAT,08 Iunie      2017,122,SUCEAVA,330,,,330,1122,-670,200,0,0,870,0,870,0,870
2017,37715438,4791,GMBH MAG-ONLINE SRL,Gura Humorului,INREGISTRAT,08 Iunie      2017,361,SUCEAVA,27510,24070,820,2620,51661,-23790,200,5698,5698,29517,0,23819,0,23990
2017,37728039,4719,EXTENSII SAHARA SRL,Feteşti,INREGISTRAT,09 Iunie      2017,,SUCEAVA,30569,19483,,11086,35773,-5204,200,14520,14520,19491,0,4971,0,5404
2017,37744425,8623,CENTRUL MEDICAL CAJVANA S.R.L.,Cajvana,INREGISTRAT,13 Iunie      2017,,SUCEAVA,200,,,200,750,-550,200,0,0,750,0,750,0,750
2017,37744484,9001,CANTEC DULCE DIN HUMOR SRL,Mănăstirea Humorului,INREGISTRAT,13 Iunie      2017,,SUCEAVA,5290,,,5290,95,5195,200,5150,5150,,5150,0,4995,0
2017,37755050,1072,PATISERIE LA CASIAN S.R.L.,Pîrteştii de Jos,INREGISTRAT,14 Iunie      2017,343,SUCEAVA,57,,,57,5092,-692,200,0,0,892,0,892,0,892
2017,3174516,4711,VAL COM SRL,Măneuţi,INREGISTRAT,10 Februarie  1993,,SUCEAVA,101278,2289,94554,4435,1164,100114,200,124162,124162,98944,25218,0,21493,0
2017,3174761,4719,UNIPROD SERV SRL,Fălticeni,INREGISTRAT,10 Februarie  1993,51370,SUCEAVA,567741,570843,10807,-13909,576273,42838,401500,356698,360740,415596,0,54856,0,58413
2017,3175112,5610,AGIN COM SRL,Sfântu Ilie,INREGISTRAT,10 Februarie  1993,193919,SUCEAVA,4270,,,4270,55356,142833,200,31500,31500,8349,23151,0,22204,0
2017,3175295,5510,ALEX-DANI PASCUT S.R.L.,Vatra Dornei,INREGISTRAT,10 Februarie  1993,9501,SUCEAVA,10,,,10,126469,-116958,200,0,0,0,0,0,0,0
2017,3175520,6820,INTERNATIONAL ORIENT EXPRES SRL,Rădăuţi,INREGISTRAT,10 Februarie  1993,11095038,SUCEAVA,550225,258905,282364,8956,4684714,159442,45730,768562,1155758,1147777,7981,0,6704,0
2017,3175546,3109,LOC-IND SA,Rădăuţi,INREGISTRAT,10 Februarie  1993,460145,SUCEAVA,304322,31726,28643,243953,22616,741851,108822,300666,301895,301705,190,0,190,0
2017,3175562,4778,EMPOS COM S.R.L.,Rădăuţi,INREGISTRAT,10 Februarie  1993,81537,SUCEAVA,230092,216067,11335,2690,276726,34903,223,115889,115889,111789,4100,0,2941,0
2017,3175694,4778,VITIL COM SRL,Gura Humorului,INREGISTRAT,10 Februarie  1993,224179,SUCEAVA,496269,226145,175162,94962,435384,285064,210,1254822,1264201,1250911,13290,0,1402,0
2017,3175929,4673,VI-CONS S.R.L.,Gura Humorului,INREGISTRAT,10 Februarie  1993,315711,SUCEAVA,488344,2587,470690,15067,340259,494444,45860,2347777,2366957,2278194,88763,0,72475,0
2017,3176754,6820,TAYLAN EXIM S.R.L.,Suceava,INREGISTRAT,10 Februarie  1993,1569166,SUCEAVA,1021479,,1014907,6572,731660,1858985,15700,888954,920418,374162,546256,0,531645,0
2017,3176924,7022,INTELLIGENCE NETWORK DISCREET S.R.L.,Suceava,INREGISTRAT,10 Februarie  1993,3812,SUCEAVA,44519,,44064,455,4842,43489,200,51482,51482,23401,28081,0,26651,0
2017,3177245,4773,FARMACIA VERDE SRL,Fălticeni,INREGISTRAT,10 Februarie  1993,156536,SUCEAVA,2097392,796842,932933,367617,1026596,1227332,200000,4148685,4148720,4009945,138775,0,118654,0
2017,3177709,4322,INSTALATORUL S.R.L.,Suceava,INREGISTRAT,10 Februarie  1993,42822,SUCEAVA,1150751,,450130,700621,552811,642514,10000,1452473,1472929,1041260,431669,0,412181,0
2017,3177784,4941,AROMEX COM SRL,Suceava,INREGISTRAT,10 Februarie  1993,197520,SUCEAVA,422436,0,237148,185288,411011,208945,72640,1118955,1147286,1084216,63070,0,52098,0
2017,3177954,1413,COZLUM CONF S.R.L.,Mitocu Dragomirnei,RELUARE ACTIVITATE,10 August     2006,8184833,SUCEAVA,916099,159907,550743,205449,2701250,6668646,10200,10952114,11029661,7543680,3485981,0,3436209,0
2017,3220990,4636,CRIOTIS SERVCOMIMPEX SRL,Fălticeni,INREGISTRAT,15 Februarie  1993,807919,SUCEAVA,2611791,745979,1541715,324097,2505251,915959,5000,9863988,9865614,9329433,536181,0,448896,0
2017,3405840,4941,MITROFAN SRL,Cajvana,INREGISTRAT,01 Martie     1993,2161495,SUCEAVA,663357,170344,403683,89330,1803018,1023561,300000,4952636,5047484,4486457,561027,0,479059,0
2017,3406675,3101,RO - MOTIM PROD SRL,Marginea,RELUARE ACTIVITATE,10 Octombrie  2017,126220,SUCEAVA,488,,488,,124333,2375,,0,0,389,0,389,0,389
2017,3406780,4391,GEROM CONSTRUCT SRL,Rădăuţi,RADIERE,10 Martie     2020,0,SUCEAVA,0,0,0,0,4952,-4952,1840,0,0,0,0,0,0,0
2017,3407158,4719,SPONTAN PROD COM SRL,Fălticeni,INREGISTRAT,01 Martie     1993,184725,SUCEAVA,447388,156910,151,290327,17111,615002,500,609317,615237,490910,124327,0,117709,0
2017,3407166,7500,CODRIN PRODCOM SRL,Fălticeni,INREGISTRAT,01 Martie     1993,,SUCEAVA,10985,2081,,8904,3657,7328,200,48879,48879,86986,0,38107,0,38596
2017,3407662,1071,BROPANE S.R.L.,Broşteni,INREGISTRAT,17 Februarie  1993,1344044,SUCEAVA,415296,136319,257569,21408,1483213,395862,5077,1000568,1130812,1040850,89962,0,78675,0
2017,3525730,4778,NARTINA PROD COMEX SRL,Buda,RELUARE ACTIVITATE,07 Iulie      2014,,SUCEAVA,34405,11370,20970,2065,43989,-9584,200,131645,131645,148996,0,17351,0,18637
2017,3527316,4711,BREHUESCU COM SRL,Câmpulung Moldovenesc,INREGISTRAT,15 Martie     1993,,SUCEAVA,,,,,1667,-1667,200,0,0,,0,0,0,0
2017,3527600,1812,TIPOGRAFIA CELESTIN SRL,Suceava,INREGISTRAT,15 Martie     1993,3602895,SUCEAVA,2986856,505388,2458257,23211,4881149,1531032,200000,5435746,5568390,5400529,167861,0,138480,0
2017,3527995,4721,COMERT-TAXIMETRIE C&M SRL,Suceava,RELUARE ACTIVITATE,02 Noiembrie  2009,,SUCEAVA,3379,3128,,251,117194,-113815,210,14700,14700,72406,0,57706,0,57706
2017,3528060,7112,WARESO PROD SRL,Suceava,INREGISTRAT,23 Februarie  1993,1631629,SUCEAVA,3835304,3694,620232,3211378,971481,4198464,40200,3539836,3763161,1403178,2359983,0,2131250,0
2017,3589025,1623,NERVA PRODCOM SRL,Fălticeni,INREGISTRAT,22 Martie     1993,185270,SUCEAVA,148545,44798,102967,780,237223,96592,100000,132832,139334,109177,30157,0,28391,0
2017,3589688,220,SLATINA FOREST SRL,Fălticeni,INREGISTRAT,22 Martie     1993,2690450,SUCEAVA,3716690,262000,2570469,884221,1171000,5242498,1164000,4617705,4744090,3995820,748270,0,624980,0
2017,3662797,4711,LACRIMADOR COM S.R.L.,Dorneşti,INREGISTRAT,01 Aprilie    1993,45190,SUCEAVA,74361,70111,4096,154,308909,-189358,428,325457,325457,375578,0,50121,0,53376
2017,14506602,4759,MARINADEN SRL,Fălticeni,INREGISTRAT,11 Martie     2002,52171,SUCEAVA,742605,8562,729786,4257,2062655,-1267391,1000000,167001,48311,1781905,0,1733594,0,1746385
2017,14514818,4619,FIDO GENERAL SERVICE S.R.L.,Suceava,SUSPENDARE ACTIVITATE,01 Mai        2009,2069,SUCEAVA,243,,243,,4012,-1700,200,0,0,,0,0,0,0
2017,14528635,2790,BENATAV ROM S.R.L.,Fălticeni,INREGISTRAT,19 Martie     2002,1487750,SUCEAVA,4290243,154812,4129729,5702,4594158,1242527,200,2635973,3349963,3315163,34800,0,9198,0
2017,14551808,210,VIC-DAN SRL,Vicovu de Jos,SUSPENDARE ACTIVITATE,28 Decembrie  2016,1042,SUCEAVA,40446,13323,17227,9896,41554,-66,200,0,0,,0,0,0,0
2017,14556929,5590,FORESTUNG S.R.L.,Gura Humorului,INREGISTRAT,01 Aprilie    2002,1564306,SUCEAVA,1030737,303739,536284,190464,1036785,936673,200,2418088,2919090,2418340,500750,0,473931,0
2017,14569228,1413,MARDO SRL,Suceava,INREGISTRAT,08 Aprilie    2002,7801,SUCEAVA,95042,65758,25877,3407,90001,12842,230,518182,528767,520247,8520,0,4042,0
2017,14576560,8010,REAL PROTECTION GUARD SRL,Ipoteşti,INREGISTRAT,11 Aprilie    2002,571179,SUCEAVA,1355175,885,1197310,156980,1491783,367765,100000,6376880,6470198,6213191,257007,0,215941,0
2017,14576594,7311,AROND SRL,Suceava,INREGISTRAT,10 Aprilie    2002,1157703,SUCEAVA,552358,281368,115637,155353,1172093,585017,325000,1012948,1012953,974923,38030,0,27823,0
2017,14628863,4939,TRANS DMV EUROPA SRL,Suceava,INREGISTRAT,09 Mai        2002,2730077,SUCEAVA,402301,38279,331986,32036,2132165,1000213,4960,2967488,3073475,2943717,129758,0,111306,0
2017,14630820,4673,FRANCES SRL,Rădăuţi,RELUARE ACTIVITATE,01 Iulie      2012,243249,SUCEAVA,75626,75568,58,,167953,150922,2000,0,0,,0,0,0,0
2017,14660635,1071,AMBIANTA COM SRL,Suceava,INREGISTRAT,28 Mai        2002,1945279,SUCEAVA,289539,283416,4820,1303,971806,1070166,820000,3890812,5871765,5847254,24511,0,21815,0
2017,14698397,8219,OFICIAL SRL,Suceava,INREGISTRAT,14 Iunie      2002,,SUCEAVA,36780,,36355,425,27775,9005,200,173866,173866,149076,24790,0,23051,0
2017,14763495,4773,DRACAENA FARM SRL,Rădăuţi,INREGISTRAT,18 Iulie      2002,580473,SUCEAVA,1924035,1029142,687672,207221,1726364,778144,20200,5395728,5405421,4704894,700527,0,606903,0
2017,14783751,4941,GRIGMAN SRL,Arbore,INREGISTRAT,29 Iulie      2002,1638148,SUCEAVA,1902642,223660,915998,762984,2369023,1243067,300000,4599030,4828361,4739578,88783,0,74049,0
2017,14865975,4711,COLBANOS SRL,Horodnic de Jos,INREGISTRAT,06 Septembrie 2002,,SUCEAVA,17529,13500,,4029,3951,13578,200,60846,60846,54728,6118,0,5285,0
2017,14902011,4711,GAROGYM C.G.H. SRL,Suceava,RELUARE ACTIVITATE,28 Iulie      2010,515555,SUCEAVA,58327,3,5490,52834,774241,-200359,410,76735,76735,49442,27293,0,26524,0
2017,14924125,4619,ELISPLANT S.R.L.,Şcheia,INREGISTRAT,04 Octombrie  2002,89856,SUCEAVA,3427322,1775999,1510206,141117,2631113,886065,200,3156763,3170417,3232168,0,61751,0,92152
2017,14924222,1610,RADU & MARIUS S.R.L.,Baia,INREGISTRAT,04 Octombrie  2002,678591,SUCEAVA,719841,230832,442647,46362,314762,1083670,491200,3917763,3846411,3796018,50393,0,38533,0
2017,14951561,4775,TERAPLANT SRL,Suceava,SUSPENDARE ACTIVITATE,06 Iunie      2017,67168,SUCEAVA,222837,85974,132722,4141,320191,-30186,200,0,0,,0,0,0,0
2017,15004922,1610,DENILSON S.R.L.,Dornişoara,INREGISTRAT,11 Noiembrie  2002,1327900,SUCEAVA,1480260,1041633,248558,190069,1175254,1332906,201,3166065,3261365,3239473,21892,0,17849,0
2017,15039114,4711,MIRA-CORELIA S.R.L.,Ciocăneşti,INREGISTRAT,25 Noiembrie  2002,371872,SUCEAVA,187020,156758,28966,1296,415211,143681,100000,654760,660761,659053,1708,0,1370,0
2017,15097875,4211,NOVEMART SRL,Pojorâta,INREGISTRAT,17 Decembrie  2002,1006411,SUCEAVA,631695,254061,259697,117937,636128,1009582,557200,774464,724651,708206,16445,0,13868,0
2017,15111872,6831,NOVA PLUS - SRL,Suceava,RADIERE,03 Decembrie  2019,,SUCEAVA,138,,33,105,13606,-13468,200,0,0,0,0,0,0,0
2017,15123575,220,NICDAL S.R.L.,Bivolăria,INREGISTRAT,10 Ianuarie   2003,29931,SUCEAVA,556323,302718,264219,-10614,416067,170187,200,1109103,1110008,1146728,0,36720,0,47319
2017,15133951,5813,NEW TIMES MEDIA SRL,Suceava,INREGISTRAT,15 Ianuarie   2003,153118,SUCEAVA,330908,,75762,255146,9482,474544,300,190635,190645,167720,22925,0,21018,0
2017,15134000,4120,VICOV CONSTRUCT SRL,Vicovu de Jos,INREGISTRAT,16 Ianuarie   2003,3585025,SUCEAVA,6522456,5666548,723145,132763,6836395,3271086,600000,326633,326633,403518,0,76885,0,76885
2017,15150324,8299,GENERAL SERVICES SRL,Gura Humorului,INREGISTRAT,23 Ianuarie   2003,1832264,SUCEAVA,142092,-30,129399,12723,480991,1493365,1130200,650691,753994,749756,4238,0,3560,0
2017,15161013,2599,MECANO HIDRAULIC SERVICE SRL,Suceava,INREGISTRAT,28 Ianuarie   2003,,SUCEAVA,7596,,7596,,0,7596,200,0,0,,0,0,0,0
2017,15181703,4711,LA SANDU S.R.L.,Brodina de Jos,INREGISTRAT,04 Februarie  2003,439820,SUCEAVA,45256,43444,1501,311,885017,-399941,200,146089,147070,183790,0,36720,0,38191
2017,15188728,3109,MOBILDOR SRL,Vicovu de Sus,RELUARE ACTIVITATE,24 Martie     2015,35542,SUCEAVA,40863,40725,,138,244985,-168580,200,0,0,43250,0,43250,0,43250
2017,15212818,6202,JUST PLUS SRL,Suceava,INREGISTRAT,13 Februarie  2003,33608,SUCEAVA,851530,,299592,551938,172924,712481,300,2974668,2998670,1568773,1429897,0,1219657,0
2017,23576046,5590,GRUP TEHNO-DINAMIC SRL,Mănăstirea Humorului,RELUARE ACTIVITATE,11 Ianuarie   2010,461656,SUCEAVA,388350,90569,101094,196687,649526,211925,210,637181,637559,423807,213752,0,206877,0
2017,23595340,4711,TEYA SRL,Suceava,INREGISTRAT,26 Martie     2008,,SUCEAVA,1657,1279,205,173,25999,-24342,200,34007,34007,51157,0,17150,0,17490
2017,23605915,4120,ABENI TRANS SRL,Suceava,INREGISTRAT,27 Martie     2008,748179,SUCEAVA,889996,45476,815538,28982,1554766,143883,200000,3325321,3432527,3541681,0,109154,0,109943
2017,23652593,7112,NEW PROIECT SRL,Gura Humorului,INREGISTRAT,03 Aprilie    2008,0,SUCEAVA,93258,2130,55000,36128,630,92628,200,34850,34850,6760,28090,0,27044,0
2017,23690325,4941,TRANS-GMC SRL,Bosanci,INREGISTRAT,09 Aprilie    2008,282264,SUCEAVA,1545121,,1487250,57871,1669459,191959,6200,5283860,5351517,5322554,28963,0,24120,0
2017,23690392,4120,ADITU CONSTRUCT SRL,Frumoasa,RELUARE ACTIVITATE,18 Decembrie  2018,,SUCEAVA,511,,,511,14215,-13704,300,0,0,,0,0,0,0
2017,23690449,7022,GREEN MANAGEMENT ACCOUNT S.R.L.,Siret,INREGISTRAT,09 Aprilie    2008,0,SUCEAVA,18624,16518,1942,164,167798,-149174,200,56035,275823,154375,121448,0,121448,0
2017,23703522,4520,BIANCO - ELY SRL,Luncuşoara,INREGISTRAT,10 Aprilie    2008,1560416,SUCEAVA,587226,471987,105265,9974,2132383,-162431,606000,1627640,1960403,1918541,41862,0,23180,0
2017,23703590,5590,ELVISTEF SRL,Falcău,INREGISTRAT,10 Aprilie    2008,9442,SUCEAVA,19254,19020,57,177,27666,1030,200,55672,55927,60727,0,4800,0,5357
2017,23713470,9604,COMPANY ALIAS SRL,Mihoveni,INREGISTRAT,11 Aprilie    2008,,SUCEAVA,365,,138,227,4417,-4052,,0,0,,0,0,0,0
2017,23713500,7022,DUAL CONSULT S.R.L.,Moldoviţa,INREGISTRAT,11 Aprilie    2008,39191,SUCEAVA,1906,,3120,-1214,316747,-275650,200,57220,58255,824675,0,766420,0,766420
2017,23722338,2059,MATCHIM S.R.L.,Fălticeni,INREGISTRAT,14 Aprilie    2008,,SUCEAVA,74309,,74309,,0,74309,200,0,0,,0,0,0,0
2017,23738539,5630,TERASA ŢARINCĂ SRL,Straja,INREGISTRAT,16 Aprilie    2008,96005,SUCEAVA,26992,26934,,58,97495,25502,200,0,0,1416,0,1416,0,1416
2017,23785301,3101,DUCIUC SRL,Ipoteşti,INREGISTRAT,23 Aprilie    2008,1808718,SUCEAVA,945776,359897,484691,101188,1955374,799120,300,1384351,1391741,1364068,27673,0,14399,0
2017,23794911,4120,EDY-AND CONSTRUCŢII SRL,Salcea,INREGISTRAT,24 Aprilie    2008,1423819,SUCEAVA,2820289,1530216,1287358,2715,5288386,-1044049,156200,1420469,1042451,1320169,0,277718,0,280304
2017,23833794,4120,ULMCONSTRUCT S.R.L.,Ulma,RELUARE ACTIVITATE,15 Aprilie    2011,1685,SUCEAVA,4906,1443,2169,1294,21796,-15205,200,6224,6224,26881,0,20657,0,20719
2017,23947152,4941,ESO-CRIS TRANS SRL,Suceava,INREGISTRAT,26 Mai        2008,117690,SUCEAVA,226965,,131457,95508,146853,197802,1000,940296,945650,878832,66818,0,57807,0
2017,23963018,4120,ALPHA HOUSE CONSTRUCT SRL,Suceava,INREGISTRAT,28 Mai        2008,1188114,SUCEAVA,6999210,3304274,3007028,687908,3160793,2061803,400300,5585535,7927748,7733244,194504,0,157113,0
2017,23970422,111,FERMA LUCOS SRL,Vornicenii Mici,INREGISTRAT,29 Mai        2008,377613,SUCEAVA,1816040,1038030,761405,16605,1888137,305516,180200,544484,1254621,1213606,41015,0,32529,0
2017,24029390,4941,GOSTAR TRANS SRL,Cajvana,RADIERE,24 Octombrie  2019,,SUCEAVA,216605,,191761,24844,85972,130633,200,0,0,1228,0,1228,0,1228
2017,24044080,4719,GEOMI COM SRL,Frasin,INREGISTRAT,12 Iunie      2008,,SUCEAVA,20840,20629,,211,5674,15166,200,0,0,0,0,0,0,0
2017,24057896,5590,NEDEIA SRL,Văleni-Stânişoara,INREGISTRAT,16 Iunie      2008,299722,SUCEAVA,139067,1307,104943,32817,242299,226490,280220,190272,192103,159086,33017,0,31096,0
2017,24071815,4690,BILLIG DISTRIBUTION S.R.L.,Suceava,SUSPENDARE ACTIVITATE,01 Mai        2009,2493,SUCEAVA,1426,-217,1641,2,12955,-9036,200,0,0,,0,0,0,0
2017,24143970,4120,GABI CONSTRUCT SRL,Vicovu de Sus,SUSPENDARE ACTIVITATE,12 Iulie      2013,754,SUCEAVA,20238,,7500,12738,13,20979,200,0,0,,0,0,0,0
2017,24188140,7711,BOCA AUTOTRADE SRL,Rădăuţi,INREGISTRAT,14 Iulie      2008,1359281,SUCEAVA,664190,13565,489991,117469,6066025,-4041601,1400000,3714133,6489653,7886958,0,1397305,0,1397305
2017,24201664,4321,EXPERT C&M ENERGY S.R.L.,Rădăuţi,INREGISTRAT,16 Iulie      2008,,SUCEAVA,61637,41176,6509,13952,211310,-149109,200,37432,38239,48288,0,10049,0,10424
2017,24247505,4120,NICOLOR S.R.L.,Suceava,SUSPENDARE ACTIVITATE,03 Decembrie  2009,,SUCEAVA,,,,,0,0,,0,0,,0,0,0,0
2017,24293030,1051,BRÂNZETURI HOLDA S.R.L.,Holda,SUSPENDARE ACTIVITATE,20 Aprilie    2010,607,SUCEAVA,200,,,200,2102,-1295,200,0,0,,0,0,0,0
2017,24298800,4711,ONUŢU SRL,Dolhasca,INREGISTRAT,06 August     2008,1032,SUCEAVA,,,,,5574,-4542,200,0,0,,0,0,0,0
2017,24315170,7311,ATRIP S.R.L.,Suceava,INREGISTRAT,11 August     2008,,SUCEAVA,153571,,115516,38055,36055,117516,200,0,0,,0,0,0,0
2017,24321598,4711,GETEO S.R.L.,Vadu Negrilesei,SUSPENDARE ACTIVITATE,30 August     2010,480,SUCEAVA,11673,11610,,63,18860,-6707,200,0,0,,0,0,0,0
2017,24337128,4120,ADICAR CONSTRUCT SRL,Vatra Dornei,INREGISTRAT,14 August     2008,,SUCEAVA,95956,,29184,66772,7752,88204,200,49690,49693,12981,36712,0,35221,0
2017,37755076,5610,FOR SAM MIH S.R.L.,Pîrteştii de Jos,INREGISTRAT,14 Iunie      2017,,SUCEAVA,632,,,632,6091,-779,200,0,0,979,0,979,0,979
2017,37779571,4781,BUCOVINA SALE S.R.L.,Suceava,INREGISTRAT,16 Iunie      2017,,SUCEAVA,1216,994,,222,4296,-3080,,2068,2083,5102,0,3019,0,3080
2017,37804918,4673,ELYS GRIGOREAN SRL,Vicovu de Sus,INREGISTRAT,21 Iunie      2017,0,SUCEAVA,183725,143956,23883,15886,181952,1773,200,79099,83338,80973,2365,0,1573,0
2017,37815402,4711,DODODIAMAGAZIN SRL,Suceava,INREGISTRAT,22 Iunie      2017,,SUCEAVA,150733,148764,225,1744,169155,-18422,200,52485,52922,70727,0,17805,0,18622
2017,37833638,4941,TRANSROMINA RADAUTI SRL,Rădăuţi,INREGISTRAT,26 Iunie      2017,0,SUCEAVA,62112,0,32747,29365,33966,28146,200,98075,98113,69186,28927,0,27946,0
2017,37853007,4711,LIASEVI SRL,Neagra Şarului,INREGISTRAT,28 Iunie      2017,642,SUCEAVA,31666,31324,,342,16537,15771,200,39060,39060,22466,16594,0,15571,0
2017,37868709,1610,LEMN IMPROVE S.R.L.-D.,Vicovu de Sus,INREGISTRAT,30 Iunie      2017,,SUCEAVA,18,,,18,250,-232,200,0,0,432,0,432,0,432
2017,37886365,4120,AFICAIL SRL,Solca,INREGISTRAT,04 Iulie      2017,755,SUCEAVA,30472,,20177,10295,8854,22373,200,95025,95025,71902,23123,0,22173,0
2017,37918181,4721,LUCAS WALD PRODUKTE SRL,Fundu Moldovei,INREGISTRAT,07 Iulie      2017,,SUCEAVA,45366,,41235,4131,5322,40044,200,118928,118928,77895,41033,0,39844,0
2017,37918220,9602,OLD GLORY S.R.L.,Suceava,INREGISTRAT,07 Iulie      2017,159454,SUCEAVA,1486,193,,1293,174515,-13575,200,0,0,13775,0,13775,0,13775
2017,37942589,7711,BICANCA ANABI SRL,Şcheia,INREGISTRAT,11 Iulie      2017,114,SUCEAVA,200,,,200,152,162,200,0,0,38,0,38,0,38
2017,37952981,7711,MASHA CARSRENT S.R.L.,Frătăuţii Noi,INREGISTRAT,12 Iulie      2017,15675,SUCEAVA,200,0,0,200,15675,200,200,0,0,0,0,0,0,0
